artist_id,name,genres,popularity
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",73
45HXIkMqrQerbaPuw6FgKD,Chris Quilala,"['anthem worship', 'deep ccm', 'worship']",50
5aptPwTkTKmlPx6csmNJLA,R5,"['pop', 'post-teen pop']",54
6yHM0XQEdu9sIlbILMaKBp,Paul Cauthen,"['new americana', 'roots americana']",52
4nGp682WMiKS4X217kPw8C,Silent Sanctuary,"['opm', 'pinoy rock']",61
59zmzXCSVGBTT3aofyHMs3,Movado,[],28
3wcj11K77LjEY1PkEazffa,Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",78
5JgxqXmh1TrVDZn7gAgqLw,Sean Dagher,['shanty'],50
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,"['indie pop', 'la indie']",74
08yxJfM5RnFAjJvMJIFnvh,Cesar Menotti & Fabiano,"['axe', 'pagode', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",60
6CWTBjOJK75cTE8Xv8u1kj,Feist,"['canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'neo soul', 'singer-songwriter']",59
1D6vAeVUcgMbSx80IA3Zun,Henrique & Diego,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",59
6sUbCA1obWzdoJ1FM3I9Ks,GANZ,['vapor twitch'],36
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",62
25uiPmTg16RbhZWAqwLBy5,Charli XCX,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",75
0tLaqkKW7K6tc3QF9SM0M8,Tigers Jaw,"['alternative emo', 'anthem emo', 'bubblegrunge', 'dreamo', 'emo', 'indie punk', 'lo-fi emo']",48
7iymigONRODGl6XJIprcuF,Jocelyn Alice,['canadian electropop'],41
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,"['rock-and-roll', 'rockabilly']",78
0N0d3kjwdY2h7UVuTdJGfp,Cascada,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']",64
4f44GWlEQdXaWl8gQ9sPBC,WAYNE SNOW,['indie jazz'],46
2hbxpW1A25vEmipIEIM9kY,Tom Segura,[],47
0jrFMgW018F1XVnLtCXOKi,Fabrizio Paterlini,['compositional ambient'],63
3lHXm91pKLq9Sxi6CoRKWu,Roger Hodgson,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",44
30HlKUFTsqlFQsPfyv2yuM,Danny Romero,"['electro latino', 'latin pop', 'spanish pop']",50
4QDvXnbmw1znkqkK1119Fc,RKCB,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul', 'vapor twitch']",49
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter']",61
62huveC2Mmi9nfW0ySqNwo,Djodje,"['kizomba', 'musica santomense', 'portuguese pop']",47
00sR4i1EQSQrNjSVJkeqYl,Legendary Shack Shakers,"['psychobilly', 'rockabilly']",28
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",75
2MSlGNpwXDScUdspOK6TS7,Home Free,['a cappella'],56
5xYNmNkaWRqu3e5F4UXME8,Alfredo Olivas,"['banda', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno']",77
49vCIUW46QY3L5vo1xVFoy,Trae Tha Truth,"['dirty south rap', 'gangster rap', 'houston rap', 'southern hip hop', 'trap']",48
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",73
1wsQgjVFDdvI9TMaW3Pde9,Cheats,[],22
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",46
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",48
1PJVVIeS5Wu0wbZDhtC0Ht,Grace Potter,[],52
2QcZxAgcs2I1q7CtCkl6MI,Eason Chan,"['c-pop', 'cantopop', 'mandopop']",63
5MO2kbaGGA2a8kL4c9qqHq,Paul Oakenfold,"['big beat', 'trance']",51
31CtLHmSL7Oa7TPU9YyBEu,Aeroplane,"['balearic', 'belgian edm', 'filter house', 'nu disco']",41
4Z5eM7HLu4b0LAKrywoWR2,Kendall Miles,"['chillhop', 'lo-fi beats']",45
0OWtaM1z81DliQXntU4KaN,Munhoz & Mariano,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",45
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",80
11gWrKZMBsGQWmobv3oNfW,Alison Wonderland,"['aussietronica', 'edm', 'electra', 'electro house', 'electronic trap', 'escape room', 'indietronica']",56
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",69
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop']",69
1QvyquqkuuwUzdszyoKIy4,Haricharan,"['filmi', 'tamil pop']",67
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"['emo rap', 'miami hip hop']",86
16N7BvvGgw3jvmXBSn0hVS,Liquid Bloom,"['deep downtempo fusion', 'high vibe', 'shamanic', 'world fusion']",42
3wjsrpfO6odEphTZWx45RQ,Hearts & Colors,"['australian pop', 'neo mellow', 'pop rock', 'post-teen pop', 'viral pop']",51
1kPPXyGPHwbZGsnuxFtjYg,The Great Escape,[],29
3l02WF362j1oHOurzuseBv,Steel Panther,"['comic', 'comic metal', 'glam metal', 'hard rock', 'metal', 'sleaze rock']",51
6dCz3spfpIvqqqsIoP6wXi,CNBLUE,"['k-pop', 'k-pop boy group']",47
0w32WixD69mKW0O6bYwRCt,Alika,"['argentine reggae', 'cantautora argentina', 'latin alternative', 'reggae en espanol', 'rock en espanol']",43
3tFvFDca4inwWMY5vupFbX,The Cooltrane Quartet,"['coverchill', 'jazz cover']",56
2LiWxiQzuD9nmWQ6NCA8Gd,B-Real,"['chicano rap', 'west coast rap']",59
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,"['electro', 'filter house']",79
7sqqd0D9gAGYojKY5E1wtY,The Damned Things,['modern hard rock'],32
49bzE5vRBRIota4qeHtQM8,Skillet,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",70
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",61
2Lxa3SFNEW0alfRvtdXOul,Ariel Camacho y Los Plebes Del Rancho,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",65
7a0G4CC3dZdKAAzVRnaRGu,Prayers,['electronic rock'],38
7LOmc7gyMVMOWF8qwEdn2X,SF9,"['k-pop', 'k-pop boy group']",51
4SfGzWmeoNPKIOmiyc7Pav,Flatland Cavalry,['texas country'],59
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84
4pADjHPWyrlAF0FA7joK2H,Jay Sean,"['dance pop', 'pop rap', 'post-teen pop', 'urban contemporary']",64
4b8dLpJgJpNQYzu4AtXLt3,RØMANS,['uk pop'],40
2elBjNSdBE2Y3f0j1mjrql,Jay Chou,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",71
6J9Vq69rGl3fJftWDT8jaK,Shamanes Crew,"['dancehall chileno', 'rap chileno', 'reggae en espanol']",50
7wxIOUfiitxXo8IWJ1O7IR,BIP,[],39
1yMeHVfw0TgGxBVwmQaZr3,Jay Ray,['gymcore'],34
298I931uc5poF6kIU5XJtI,Denzal Park,"['australian dance', 'progressive electro house']",34
3hTffafUYLLgO4yuPAxb5U,Lenin Ramirez,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",70
6VD4UEUPvtsemqD3mmTqCR,Deorro,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",65
1kTBhbobT38Dg6tfbHPK91,Peppino Gagliardi,['classic italian pop'],43
2E6Nnh7AAOVajEHHRDALav,Hollyn,"['ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",49
3qdu3XhzSzkRhbwdFKnSuw,Sajid-Wajid,"['desi pop', 'filmi', 'modern bollywood']",51
2p4FqHnazRucYQHyDCdBrJ,Simple Plan,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",67
105iYV1T7lf8Rysxo0KzfD,Nikone,"['rap espanol', 'spanish hip hop', 'urbano espanol']",54
1kNQXvepPjaPgUfeDAF2h6,You Me At Six,"['modern alternative rock', 'modern rock', 'pop punk', 'rock']",58
1c84wItoiAe1pEbpJMqUmQ,Oscar D'Leon,"['salsa', 'salsa venezolana', 'tropical']",56
24eQxPRLv3UMwEIo6mawVW,Halogenix,"['deep liquid bass', 'liquid funk', 'uk dnb']",39
7An4yvF7hDYDolN4m5zKBp,Soda Stereo,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",73
1qBSTVOOFSTKWn3TQUtWqw,Cut Killer,"['french hip hop', 'old school rap francais']",37
29iw18MxnVp5gLozO7e2HE,Ofelia K,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",32
5pbzj8JGUpUCMHESd1yHFv,Jhon Alex Castano,['musica popular colombiana'],52
7CajNmpbOovFoOoasH2HaY,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",83
2FwDTncULUnmANIh7qKa5z,FKJ,"['filter house', 'indie soul']",67
6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,"['desi pop', 'filmi', 'modern bollywood']",72
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"['art pop', 'pop']",88
5L3QTPofDwMPGlNnQkyHK1,Job For A Cowboy,"['deathcore', 'melodic metalcore']",38
1GUYk7GLP4tALtorFH1OWG,Noel Torres,"['corrido', 'corridos alternativos', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana']",52
0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,"['folk-pop', 'hindi indie', 'indian singer-songwriter']",62
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,"['country', 'country dawn', 'dance pop', 'post-teen pop']",60
3YBIrJozn8fop4UYIt7wcV,Russell Crowe,['hollywood'],41
1KfBKoozFugeT1PBkz33xl,Charlie Zaa,"['bolero', 'latin pop', 'ranchera', 'tropical']",53
5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",68
1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",64
37dMe6EquztHIXOFF44iKZ,Remy Banks,[],27
3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,"['british orchestra', 'orchestra']",63
2Tg0aF5cbZktYFzgR1iAKv,Julie Bergan,"['norwegian pop', 'tropical house']",56
0Rb6PZXrcxvzixAwZwFmMu,Soom T,['french reggae'],45
7cTBwZEDfYdYu1ti31AgPw,Martin Castillo,"['corrido', 'corridos alternativos', 'corridos clasicos', 'musica mexicana', 'nueva musica mexicana']",48
3rD5VdnivBz2ItTlnJ3r2K,Andariego,['deep norteno'],32
6dEtLwgmSI0hmfwTSjy8cw,Real Friends,"['alternative emo', 'anthem emo', 'chicago pop punk', 'emo', 'pixie', 'pop punk']",49
7AO1qih2zQeI7WYTQxC5fQ,Tadoe,"['chicago rap', 'drill']",45
7tNLRmiAN8hpmFrbIHiHsy,Patty Griffin,"['alternative country', 'ectofolk', 'folk', 'indie folk', 'lilith', 'new americana', 'roots rock', 'singer-songwriter', ""women's music""]",47
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,"['country rap', 'nashville hip hop', 'tennessee hip hop']",70
1xT5p0VBpnZDrvVSjX9sri,Dash Berlin,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",57
01crEa9G3pNpXZ5m7wuHOk,Red,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",56
21E3waRsmPlU7jZsS13rcj,Ne-Yo,"['dance pop', 'pop', 'urban contemporary']",76
5SXEylV07TC57eanSxxg4R,Stick Figure,['reggae fusion'],64
7rlMZAZYtRkjFg4HHhvYeC,FLY TO THE SKY,"['classic k-pop', 'korean pop']",27
1wDDq31Nz0yzwObGFUfsp1,Whitewoods ,"['future funk', 'vaporwave']",39
1QIghPIrXQQ22G1yNtAKFX,AKA,"['afro soul', 'kasi rap', 'south african alternative', 'south african hip hop', 'south african pop']",47
3SgHzT552wy2W8pNLaLk24,Hillsong Worship,"['ccm', 'world worship', 'worship']",71
2qNrJcE9LjzPdiXbrjkqFa,Music Travel Love,['canadian contemporary country'],63
2YWOP324cKGfkTo2PydgJR,Leonardo,"['sertanejo', 'sertanejo universitario']",61
2HubQ6TEbD7HknCNrBsqhR,Marcelo Camelo,"['brazilian indie', 'mpb', 'nova mpb']",43
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",82
3CC7p9QM4VjO62rmcaRP3z,LEEGIKWANG,[],26
7vo2Hl0NDiBr6GcyGDSLFZ,Jack Jezzro,[],54
6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,"['alternative r&b', 'dance pop', 'hip pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'trap queen', 'urban contemporary']",58
1FQJqgKQDNLWfeLBQoQLmD,William Murphy,"['contemporary gospel', 'gospel', 'naija worship']",43
74XFHRwlV6OrjEM0A2NCMF,Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",77
645xd9cHiiLqqehoLzLMDR,Adan Cruz,['trap mexicano'],59
2dIP3oiEt0xB8CrfSqN9Og,Corb Lund,"['alberta country', 'canadian contemporary country', 'canadian country', 'canadian singer-songwriter', 'cowboy western', 'new americana']",50
76rOhzdFrZx37hyeA5cQgZ,Elena Coats,['indie poptimism'],49
4KNOiPBf2TU49V5OzzfRzh,Ruben Paz,[],29
3uldWM9IRZAaneA2YtDu5H,Andrew & Veda,['modern indie folk'],20
65PHKFCs7HHGUXdOlqHwvK,Guanabanas,[],36
4pZP9h88S6SavTpTKH0ist,Grupo Filadelfia,['corridos cristianos'],27
2qQFan5AqzA4zB443MZOl2,Stark Sands,"['broadway', 'show tunes']",43
7h8ja4JSORo2sXJPmCXRxa,Immortal Technique,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'political hip hop']",52
26AHtbjWKiwYzsoGoUZq53,Pentatonix,['a cappella'],68
6IM4lWFpB2575q6CKQTd2I,The Shady Ukulele Band,"['classify', 'ukulele cover']",34
0RdRumkn2UydUjqytNJ2Cp,White Denim,"['austin rock', 'austindie', 'indie rock', 'modern blues rock', 'neo-psychedelic']",43
31uyAcnY0kjjKKIQZMKX4i,Grouper,"['ambient', 'ambient pop', 'art pop', 'dream pop', 'drone', 'electra', 'experimental ambient', 'modern dream pop', 'spectra']",54
3DWjEOfsm596u6OdskLe4t,Ben Hazlewood,['deep talent show'],35
5s6TJEuHTr9GR894wc6VfP,Emmylou Harris,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter']",58
3Rwlus4QnnBSnTe8pJV0rw,Austin Wintory,"['indie game soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']",47
5rbw9hT7jHuylnCxE77yMT,Kick,['swedish eurodance'],28
6TKKVFCBfak1kInOPl7hCz,Corey Gray,"['acoustic cover', 'channel pop', 'viral pop']",41
0SynfeDjp6cRbduvtjry7n,ERRdeKa,['german hip hop'],36
24hJWbo98sH84tb0nkeaqy,Michael McDonald,"['mellow gold', 'soft rock', 'yacht rock']",53
61C3cEhdoJ9YiQSQSwYB4K,Supersubmarina,"['cantautor', 'latin rock', 'spanish indie pop', 'spanish modern rock', 'spanish rock']",49
72rsQfzxNVLPpbzQzXVJSc,Bobby Brackins,"['cali rap', 'pop rap', 'west coast trap']",42
3NcPjvA2rp9FPj1JBAXwOS,Maxence Cyrin,['compositional ambient'],52
0GWCNkPi54upO9WLlwjAHd,Big Time Rush,"['boy band', 'dance pop', 'pop', 'post-teen pop']",64
00sazWvoTLOqg5MFwC68Um,Yann Tiersen,"['bow pop', 'compositional ambient', 'french soundtrack']",62
1jWDblyJH2DelrPyt87yZV,Donatan,['polish hip hop'],38
1J6JaPeWiuT4oEa4oiEALf,Jaimi Faulkner,[],33
6MwPCCR936cYfM1dLsGVnl,Motionless In White,"['alternative metal', 'metalcore']",67
4aemlCxfmvFjJa8YKvaiJI,CFO$,['wrestling'],46
3Prb5aci7Nva0mLpE4933U,Light Up The Sky,['post-screamo'],25
4cnFw4bkIWVGKUBsr93OS5,Stephen Day,['indiecoustica'],50
3tPpoDdowDWluwWsKdxhY7,Julian Smith,"['antiviral pop', 'comic']",25
77GVmrLGuxNEvj2ibvT62v,Luigi 21 Plus,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",59
1x0ScxgiyFRQDKT4VwcLHa,LNY TNZ,['rawstyle'],54
02dYphxVyISfXKNLQkLNbs,Cement City,['otacore'],34
3qYfqdVwX0fil71onLpLkh,Thee Oh Sees,"['alternative rock', 'bay area indie', 'double drumming', 'garage pop', 'garage rock', 'indie garage rock', 'indie rock', 'modern rock', 'neo-psychedelic', 'noise pop', 'psychedelic punk', 'punk blues']",49
4jHWpUyRI2rzJVimtasEBF,Julia Sheer,"['channel pop', 'viral pop']",44
0yDmbRjVTQsQd3OnMs5s3I,Gregg Allman,"['blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'mellow gold', 'modern blues', 'roots rock', 'singer-songwriter', 'southern rock']",45
0DLfONSFG8AA0cQvh1yCrz,Project Pitchfork,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal', 'neue deutsche todeskunst']",38
4boI7bJtmB1L3b1cuL75Zr,Mon Laferte,['latin alternative'],71
6eChRUoyiCUCrUbwbT9Jq3,Sandy Rivera,"['classic house', 'deep house', 'disco house', 'funky house', 'house', 'soulful house', 'tribal house', 'vocal house']",41
5iXYJYmMcjlTFL1qA8UfgY,Lukas Nelson and Promise of the Real,"['jam band', 'new americana', 'roots rock']",47
5xxkw4ElO0WX3v4i1W5kAQ,Ryan O'Shaughnessy,"['eurovision', 'irish singer-songwriter']",33
1fUSLFr4WUBx7joEcGwpvG,Sorriso Maroto,['pagode'],70
5NNlkZBrBpOJ7C11JwVxIj,PXNDX,"['emo mexicano', 'mexican pop punk', 'mexican rock', 'punk rock mexicano']",65
4Y8TTjTn6nOmrSvmpb6ISX,Perro Callejero,['rock urbano mexicano'],40
1lQO7ePBTp5yOfVK9hicoJ,Fidel Rueda,"['banda', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'ranchera']",62
5vBSrE1xujD2FXYRarbAXc,Years & Years,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",68
4og9jrin5xH5JiFPbeGUPb,The Skatalites,"['dub', 'jamaican ska', 'reggae', 'rocksteady', 'ska', 'ska jazz', 'ska revival']",45
04DUpHOyQqwbHFyvIhcGi3,Randy Rogers Band,"['outlaw country', 'red dirt', 'texas country']",52
2qnpHrOzdmOo1S4ox3j17x,Turnstile,"['hardcore punk', 'modern melodic hardcore']",61
6sqqGHyJ1Dnt1qKKe9iGAi,Miguel Migs,"['deep house', 'disco house', 'funky house', 'nu disco', 'soulful house', 'vocal house']",42
6IdtcAwaNVAggwd6sCKgTI,Zoe,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']",71
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,"['modern rock', 'punk blues', 'rock']",72
6JmzdIDSQdeHg0pocIascm,Thomas Jack,"['deep house', 'deep tropical house', 'tropical house']",43
4w0X9CxVeoMeDucb4QT6Zl,SLO,['vapor soul'],33
67nwj3Y5sZQLl72VNUHEYE,Wale,"['gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",69
1TJbmc7jTpw78GKCiMpvDh,Blue October,"['pop rock', 'post-grunge', 'san marcos tx indie']",57
6HAyum24LSKWHLOK77kSVY,Charlie Y Vano,[],24
0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",65
3EN8pUGJtYWutzf2fUxrDH,Moody Good,"['dubstep', 'electro house', 'electronic trap', 'gaming dubstep']",41
2UwDJeoMqYers5Jmm75zm2,Antara Mitra,['modern bollywood'],63
5qisLjDrKoHMI9zOK2hfzs,Mister V,"['french hip hop', 'pop urbaine', 'rap francais']",54
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",81
1uXHYeD8JQjkaIGvEARs4D,Iya Terra,['reggae rock'],51
50nN8IFD4xA67fI4jYbLV4,Kano,"['grime', 'uk alternative hip hop', 'uk hip hop']",51
1dSRKlg9rzvs63rhT8Sbpp,Moxie Raia,['indie poptimism'],38
718COspgdWOnwOFpJHRZHS,Luke Combs,"['contemporary country', 'country']",80
3lb6eJ0loEnughnoNfHXSR,Sweatshop Union,"['abstract hip hop', 'alternative hip hop', 'canadian old school hip hop', 'political hip hop', 'pop rap', 'underground rap']",37
7C9hIwTUxeWIJzxK6rGH0d,Matt Papa,['roots worship'],47
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap']",74
5P57GCRyvU7ln5GwNXU8ku,La Franela,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",45
5ndkK3dpZLKtBklKjxNQwT,B.o.B,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",71
